data,id_loja,faturamento_bruto,descontos,num_tickets,horas_trabalhadas_equipe,custo_insumos,valor_desperdicio
2025-07-03,LJ09,5202.83,208.17,208,74.0,1554.87,104.21
2025-07-04,LJ01,10035.38,1090.34,397,84.0,2904.89,191.61
2025-07-04,LJ02,7819.0,332.55,284,60.0,2260.39,109.91
2025-07-04,LJ03,6142.53,278.63,249,64.0,1703.92,95.66
2025-07-04,LJ04,7086.77,212.99,266,50.0,1949.07,114.19
2025-07-04,LJ05,4181.92,86.81,237,22.0,1112.94,22.32
2025-07-04,LJ06,8203.9,462.47,279,91.0,2325.13,74.83
2025-07-04,LJ07,6428.4,281.71,256,48.0,1892.08,86.96
2025-07-04,LJ08,6950.71,341.23,310,54.0,2477.02,109.49
2025-07-04,LJ09,6063.9,258.74,232,78.0,1923.69,145.68
2025-07-05,LJ01,7810.39,832.47,297,68.0,2359.74,263.02
2025-07-05,LJ02,7036.78,359.82,262,61.0,1912.02,103.11
2025-07-05,LJ03,3924.48,262.24,157,58.0,1073.44,74.46
2025-07-05,LJ04,7892.18,354.47,305,56.0,2274.3,115.89
2025-07-05,LJ05,2122.3,41.27,125,18.0,523.38,11.67
2025-07-05,LJ06,6147.47,234.96,205,92.0,1651.76,42.24
2025-07-05,LJ07,6870.17,207.53,274,44.0,2019.19,116.05
2025-07-05,LJ08,4314.81,298.93,200,49.0,1467.23,83.09
2025-07-05,LJ09,5022.87,266.64,188,72.0,1513.37,112.95
2025-07-06,LJ01,3487.79,447.58,136,59.0,975.63,71.83
2025-07-06,LJ02,5969.5,258.01,210,62.0,1543.02,79.63
2025-07-06,LJ03,2589.02,165.98,102,52.0,772.94,42.94
2025-07-06,LJ04,6523.5,258.55,246,46.0,1941.29,97.97
2025-07-06,LJ05,1191.63,27.15,73,16.0,313.05,4.21
2025-07-06,LJ06,3064.23,155.95,103,75.0,870.31,23.25
2025-07-06,LJ07,4904.87,166.5,189,41.0,1345.92,69.79
2025-07-06,LJ08,2861.17,160.14,129,43.0,983.28,56.58
2025-07-06,LJ09,2470.85,108.21,96,68.0,759.87,29.44
2025-07-07,LJ01,7898.05,926.86,300,71.0,2206.8,135.1
2025-07-07,LJ02,4973.05,224.68,182,53.0,1359.17,43.65
2025-07-07,LJ03,5668.94,295.03,227,65.0,1722.68,109.06
2025-07-07,LJ04,5708.52,204.81,217,48.0,1697.84,82.7
2025-07-07,LJ05,3676.36,64.81,222,21.0,911.92,16.22
2025-07-07,LJ06,7418.86,357.55,258,85.0,1894.64,87.35
2025-07-07,LJ07,5008.1,187.01,191,43.0,1456.21,59.36
2025-07-07,LJ08,5821.3,359.75,268,53.0,2129.45,134.64
2025-07-07,LJ09,5034.24,261.13,195,82.0,1461.08,60.98
2025-07-08,LJ01,7962.81,915.02,315,83.0,2478.35,141.85
2025-07-08,LJ02,5566.04,207.05,206,56.0,1439.2,49.71
2025-07-08,LJ03,4890.07,279.9,195,67.0,1431.24,61.88
2025-07-08,LJ04,4521.45,209.28,173,45.0,1338.69,58.26
2025-07-08,LJ05,3754.11,89.06,227,20.0,978.45,19.35
2025-07-08,LJ06,5878.21,220.13,214,95.0,1586.58,41.95
2025-07-08,LJ07,4251.68,120.23,166,41.0,1234.16,66.36
2025-07-08,LJ08,5551.33,324.0,248,57.0,2157.96,135.23
2025-07-08,LJ09,4886.42,279.11,199,78.0,1359.48,62.53
2025-07-09,LJ01,9628.65,1317.99,351,79.0,2743.4,267.5
2025-07-09,LJ02,6200.1,295.22,221,59.0,1638.96,85.1
2025-07-09,LJ03,5632.36,293.0,222,63.0,1646.56,106.83
2025-07-09,LJ04,5687.82,228.53,212,47.0,1597.64,79.95
2025-07-09,LJ05,3458.95,88.52,199,20.0,821.36,10.46
2025-07-09,LJ06,7388.67,352.18,259,91.0,2110.1,57.86
2025-07-09,LJ07,4699.31,201.88,191,39.0,1310.91,43.34
2025-07-09,LJ08,5626.22,339.83,249,57.0,1928.52,145.7
2025-07-09,LJ09,5177.1,293.82,193,79.0,1440.38,106.66
2025-07-10,LJ01,7789.18,833.91,299,77.0,2326.38,178.43
2025-07-10,LJ02,6910.09,290.54,249,56.0,1844.78,79.88
2025-07-10,LJ03,5631.03,332.16,216,72.0,1656.8,57.69
2025-07-10,LJ04,5887.38,181.91,228,46.0,1735.76,55.97
2025-07-10,LJ05,3381.91,61.37,195,21.0,820.13,13.24
2025-07-10,LJ06,7056.12,359.39,253,96.0,1997.89,60.64
2025-07-10,LJ07,5085.38,210.19,192,42.0,1508.84,51.06
2025-07-10,LJ08,5952.1,317.42,259,60.0,2152.68,163.3
2025-07-10,LJ09,4888.34,278.57,194,77.0,1523.94,63.61
2025-07-11,LJ01,9136.96,889.75,345,75.0,2749.17,224.49
2025-07-11,LJ02,8273.28,274.18,287,65.0,2322.41,124.05
2025-07-11,LJ03,5467.93,320.78,209,64.0,1603.99,56.94
2025-07-11,LJ04,7732.89,288.79,282,50.0,2115.26,123.64
2025-07-11,LJ05,3994.13,67.32,226,20.0,1059.05,13.96
2025-07-11,LJ06,8094.7,455.67,283,97.0,2213.6,82.36
2025-07-11,LJ07,6583.2,186.21,258,42.0,1738.27,60.17
2025-07-11,LJ08,6625.89,308.83,301,54.0,2537.16,159.56
2025-07-11,LJ09,6222.56,305.79,239,80.0,1842.29,135.33
2025-07-12,LJ01,6001.81,569.8,238,73.0,1830.22,203.58
2025-07-12,LJ02,8757.56,339.06,317,68.0,2279.15,123.57
2025-07-12,LJ03,4415.13,269.11,175,59.0,1180.39,47.31
2025-07-12,LJ04,8677.3,348.21,330,57.0,2361.1,126.28
2025-07-12,LJ05,2375.76,58.96,138,19.0,566.03,7.12
2025-07-12,LJ06,5604.42,264.29,200,91.0,1561.85,59.11
2025-07-12,LJ07,5964.84,178.17,242,43.0,1566.21,61.92
2025-07-12,LJ08,4411.61,270.74,189,48.0,1699.55,98.61
2025-07-12,LJ09,4885.62,234.32,181,78.0,1403.78,72.03
2025-07-13,LJ01,3991.51,459.72,145,58.0,1217.91,125.11
2025-07-13,LJ02,6780.16,261.51,238,56.0,1903.1,80.6
2025-07-13,LJ03,2543.67,113.38,100,52.0,777.38,33.56
2025-07-13,LJ04,6702.97,288.42,249,51.0,1830.89,93.34
2025-07-13,LJ05,1184.89,27.88,69,17.0,317.11,6.62
2025-07-13,LJ06,3032.05,123.3,108,72.0,841.01,40.28
2025-07-13,LJ07,4793.88,203.33,193,40.0,1252.87,61.57
2025-07-13,LJ08,2921.37,200.98,134,43.0,1102.98,72.3
2025-07-13,LJ09,2872.42,165.54,108,66.0,861.08,48.33
2025-07-14,LJ01,8178.37,927.15,324,72.0,2320.19,249.25
2025-07-14,LJ02,5726.78,226.74,206,56.0,1642.81,53.55
2025-07-14,LJ03,5228.59,234.29,200,69.0,1596.54,57.07
2025-07-14,LJ04,5765.22,223.61,218,50.0,1557.65,57.97
2025-07-14,LJ05,3026.99,67.15,186,20.0,778.83,16.21
2025-07-14,LJ06,6047.24,344.07,212,93.0,1687.08,66.69
2025-07-14,LJ07,3824.47,107.41,150,39.0,1098.7,56.09
2025-07-14,LJ08,5250.03,357.15,224,58.0,1832.54,117.43
2025-07-14,LJ09,5128.19,239.36,195,80.0,1434.97,71.87
2025-07-15,LJ01,9961.17,1359.38,369,83.0,2768.96,177.33
2025-07-15,LJ02,5322.75,247.45,187,58.0,1529.63,46.14
2025-07-15,LJ03,5136.64,285.45,212,65.0,1455.64,100.41
2025-07-15,LJ04,4363.7,160.15,174,44.0,1290.02,69.14
2025-07-15,LJ05,3180.04,69.11,187,20.0,796.19,13.92
2025-07-15,LJ06,5767.71,292.07,210,92.0,1608.54,50.42
2025-07-15,LJ07,4786.49,166.37,180,43.0,1434.5,67.1
2025-07-15,LJ08,6127.68,394.01,263,55.0,2093.88,96.85
2025-07-15,LJ09,6162.37,358.75,232,75.0,1714.08,83.61
2025-07-16,LJ01,9236.22,847.93,341,76.0,2639.13,164.75
2025-07-16,LJ02,5150.07,227.54,192,59.0,1446.35,46.74
2025-07-16,LJ03,5983.47,293.06,229,65.0,1849.7,73.55
2025-07-16,LJ04,5589.33,236.62,223,45.0,1514.25,76.64
2025-07-16,LJ05,3463.23,70.55,201,20.0,833.59,17.26
2025-07-16,LJ06,7228.14,329.21,243,96.0,1911.9,71.8
2025-07-16,LJ07,4154.32,120.5,170,39.0,1103.62,52.69
2025-07-16,LJ08,6198.43,415.03,267,51.0,2269.11,91.16
2025-07-16,LJ09,5666.57,349.2,225,81.0,1578.54,88.21
2025-07-17,LJ01,8367.64,1158.1,302,75.0,2351.56,148.55
2025-07-17,LJ02,5788.05,219.04,201,53.0,1606.46,76.87
2025-07-17,LJ03,5841.98,385.64,236,68.0,1609.03,106.83
2025-07-17,LJ04,5558.84,165.72,218,52.0,1669.69,63.83
2025-07-17,LJ05,3664.98,89.34,208,22.0,926.01,11.66
2025-07-17,LJ06,8006.77,380.02,266,88.0,2161.06,106.49
2025-07-17,LJ07,4822.29,186.18,193,40.0,1300.77,48.39
2025-07-17,LJ08,6328.17,354.05,275,53.0,2163.87,167.22
2025-07-17,LJ09,5574.28,225.52,221,86.0,1688.41,125.09
2025-07-18,LJ01,9775.79,1289.4,384,79.0,2910.45,214.73
2025-07-18,LJ02,7294.89,261.61,250,57.0,2077.17,65.11
2025-07-18,LJ03,5915.96,341.75,241,71.0,1685.74,112.2
2025-07-18,LJ04,6662.97,277.77,258,56.0,1798.02,69.68
2025-07-18,LJ05,3632.84,89.13,209,20.0,937.18,15.88
2025-07-18,LJ06,7055.19,301.5,253,89.0,1913.91,81.7
2025-07-18,LJ07,6916.06,248.79,263,42.0,2032.87,83.66
2025-07-18,LJ08,6511.55,333.99,281,61.0,2364.8,98.2
2025-07-18,LJ09,6209.77,279.14,234,76.0,1844.54,105.55
2025-07-19,LJ01,7290.1,880.03,284,66.0,2203.19,250.15
2025-07-19,LJ02,8728.74,395.55,309,60.0,2307.76,108.96
2025-07-19,LJ03,4796.98,285.97,195,64.0,1430.7,75.99
2025-07-19,LJ04,8846.58,320.5,338,55.0,2599.31,154.2
2025-07-19,LJ05,2062.8,42.8,128,19.0,502.07,6.4
2025-07-19,LJ06,4759.51,269.76,171,92.0,1323.81,48.73
2025-07-19,LJ07,6128.61,251.43,241,46.0,1796.08,97.66
2025-07-19,LJ08,4415.51,224.85,199,51.0,1533.8,93.82
2025-07-19,LJ09,4629.57,207.48,174,71.0,1364.8,82.41
2025-07-20,LJ01,4017.87,557.15,148,68.0,1158.11,134.85
2025-07-20,LJ02,7496.87,264.84,262,55.0,1944.16,101.49
2025-07-20,LJ03,2736.8,162.75,109,57.0,732.71,46.29
2025-07-20,LJ04,6936.98,221.42,258,48.0,1885.21,102.75
2025-07-20,LJ05,1088.54,19.15,64,17.0,274.53,6.19
2025-07-20,LJ06,3213.83,143.4,109,72.0,869.74,27.83
2025-07-20,LJ07,5034.84,173.69,196,45.0,1359.14,69.07
2025-07-20,LJ08,2458.42,144.69,107,45.0,837.14,54.64
2025-07-20,LJ09,2677.32,139.89,108,62.0,765.56,48.32
2025-07-21,LJ01,9563.73,1027.64,357,72.0,2754.86,217.35
2025-07-21,LJ02,5572.58,206.66,199,51.0,1645.39,55.22
2025-07-21,LJ03,5055.87,225.82,194,63.0,1578.22,85.13
2025-07-21,LJ04,5261.44,212.11,205,44.0,1509.01,86.67
2025-07-21,LJ05,2954.14,71.39,183,21.0,775.02,16.94
2025-07-21,LJ06,7234.37,384.34,251,97.0,1868.93,60.38
2025-07-21,LJ07,3779.69,138.31,150,40.0,1001.58,54.89
2025-07-21,LJ08,6205.69,292.52,267,56.0,2410.88,152.13
2025-07-21,LJ09,4813.31,213.33,190,83.0,1351.86,93.71
2025-07-22,LJ01,8251.66,954.58,301,79.0,2557.9,157.89
2025-07-22,LJ02,5112.65,231.14,188,54.0,1417.83,56.63
2025-07-22,LJ03,5125.42,254.97,214,64.0,1527.22,55.23
2025-07-22,LJ04,5839.48,234.57,221,51.0,1749.7,85.08
2025-07-22,LJ05,3800.98,96.95,227,21.0,933.85,13.8
2025-07-22,LJ06,7060.96,295.69,235,87.0,1897.97,84.37
2025-07-22,LJ07,4342.93,161.93,167,40.0,1185.69,59.29
2025-07-22,LJ08,6588.7,412.52,286,54.0,2553.28,202.42
2025-07-22,LJ09,4975.45,210.97,200,78.0,1415.05,65.02
2025-07-23,LJ01,9431.73,1012.1,356,72.0,2679.65,191.44
2025-07-23,LJ02,5129.47,248.98,183,56.0,1379.13,68.0
2025-07-23,LJ03,5245.74,310.16,213,71.0,1530.13,69.69
2025-07-23,LJ04,4692.23,212.48,186,45.0,1385.47,43.35
2025-07-23,LJ05,3283.7,81.43,192,22.0,884.43,11.81
2025-07-23,LJ06,7124.3,408.43,248,91.0,1982.72,99.13
2025-07-23,LJ07,4049.12,158.78,163,39.0,1198.69,51.56
2025-07-23,LJ08,5435.67,262.6,235,53.0,2144.63,116.77
2025-07-23,LJ09,5794.28,316.44,214,79.0,1825.62,101.26
2025-07-24,LJ01,9910.43,1096.84,358,83.0,2839.38,174.37
2025-07-24,LJ02,6180.02,287.6,220,54.0,1660.27,52.02
2025-07-24,LJ03,5288.3,239.38,203,69.0,1638.62,57.1
2025-07-24,LJ04,6261.0,269.75,235,46.0,1721.37,88.44
2025-07-24,LJ05,3160.32,70.02,193,22.0,850.79,17.14
2025-07-24,LJ06,7757.77,396.29,267,97.0,2041.25,56.29
2025-07-24,LJ07,5527.83,156.92,220,42.0,1656.66,67.55
2025-07-24,LJ08,5911.77,276.33,276,59.0,2254.34,151.4
2025-07-24,LJ09,5286.96,270.8,202,81.0,1633.73,120.01
2025-07-25,LJ01,8761.57,1227.49,319,80.0,2673.69,234.61
2025-07-25,LJ02,7687.26,273.58,266,66.0,2055.18,55.95
2025-07-25,LJ03,5548.95,282.19,232,66.0,1657.58,87.99
2025-07-25,LJ04,6751.69,272.46,260,53.0,1902.61,86.6
2025-07-25,LJ05,3201.12,69.12,193,23.0,846.67,20.41
2025-07-25,LJ06,7878.98,290.5,280,97.0,2097.02,83.98
2025-07-25,LJ07,6139.57,266.0,248,45.0,1706.86,85.37
2025-07-25,LJ08,6128.33,353.75,273,57.0,2348.09,189.32
2025-07-25,LJ09,6642.49,375.89,248,83.0,2021.1,91.87
2025-07-26,LJ01,7518.42,732.49,296,70.0,2421.47,283.89
2025-07-26,LJ02,7808.86,396.04,279,59.0,2198.29,118.7
2025-07-26,LJ03,4221.15,219.69,174,58.0,1188.96,60.93
2025-07-26,LJ04,8697.92,294.97,327,58.0,2320.66,109.93
2025-07-26,LJ05,2538.5,46.81,154,19.0,679.87,14.95
2025-07-26,LJ06,5688.1,268.91,194,82.0,1606.82,80.72
2025-07-26,LJ07,7301.01,236.89,278,44.0,2078.0,66.73
2025-07-26,LJ08,5129.24,308.3,223,50.0,1763.68,95.19
2025-07-26,LJ09,4614.29,246.3,171,77.0,1297.27,64.66
2025-07-27,LJ01,4077.51,430.18,160,62.0,1249.74,76.14
2025-07-27,LJ02,6300.47,208.89,220,54.0,1647.23,64.38
2025-07-27,LJ03,3030.87,150.2,117,56.0,902.34,54.4
2025-07-27,LJ04,6976.62,218.46,256,48.0,2055.62,74.86
2025-07-27,LJ05,1050.13,20.9,64,16.0,274.14,4.26
2025-07-27,LJ06,2974.02,133.72,105,76.0,786.1,24.18
2025-07-27,LJ07,5563.78,217.37,214,39.0,1462.87,63.9
2025-07-27,LJ08,2572.85,146.66,113,46.0,878.57,68.53
2025-07-27,LJ09,2652.46,122.96,103,67.0,751.82,40.25
2025-07-28,LJ01,7531.16,948.36,278,71.0,2245.5,266.62
2025-07-28,LJ02,5686.01,255.99,201,52.0,1615.54,66.71
2025-07-28,LJ03,5301.2,260.86,205,63.0,1530.39,59.8
2025-07-28,LJ04,5501.89,243.21,214,48.0,1514.91,69.29
2025-07-28,LJ05,3348.37,76.03,194,21.0,831.58,18.2
2025-07-28,LJ06,6555.94,327.26,229,88.0,1638.22,71.43
2025-07-28,LJ07,4459.77,139.78,176,43.0,1269.97,51.25
2025-07-28,LJ08,5099.69,354.44,219,57.0,1954.36,124.28
2025-07-28,LJ09,5394.53,257.47,218,73.0,1574.51,67.63
2025-07-29,LJ01,8765.21,1026.99,325,83.0,2540.77,291.84
2025-07-29,LJ02,5669.38,269.5,211,51.0,1473.03,62.68
2025-07-29,LJ03,6211.53,278.04,249,65.0,1864.72,90.63
2025-07-29,LJ04,5547.86,218.94,222,47.0,1579.58,56.38
2025-07-29,LJ05,3423.72,71.82,210,21.0,864.13,15.26
2025-07-29,LJ06,6647.36,365.21,233,100.0,1796.31,53.85
2025-07-29,LJ07,4526.95,146.03,177,38.0,1251.44,56.44
2025-07-29,LJ08,5706.36,368.39,263,57.0,2166.53,158.76
2025-07-29,LJ09,5149.77,265.68,203,86.0,1441.12,78.17
2025-07-30,LJ01,8204.32,994.45,315,82.0,2392.66,157.31
2025-07-30,LJ02,5053.15,243.4,187,59.0,1453.81,77.79
2025-07-30,LJ03,5377.78,282.44,225,69.0,1462.31,84.47
2025-07-30,LJ04,5253.63,192.13,195,45.0,1397.25,65.79
2025-07-30,LJ05,3889.81,71.95,230,22.0,983.85,19.0
2025-07-30,LJ06,7586.51,306.86,256,95.0,2174.37,109.77
2025-07-30,LJ07,4781.93,147.02,188,40.0,1389.65,41.44
2025-07-30,LJ08,6376.41,408.22,294,58.0,2207.8,133.99
2025-07-30,LJ09,5430.81,324.99,201,86.0,1698.06,83.25
2025-07-31,LJ01,9432.94,1261.84,371,80.0,2911.36,249.31
2025-07-31,LJ02,5711.89,264.73,211,54.0,1612.52,77.96
2025-07-31,LJ03,6455.77,277.21,256,71.0,1828.27,127.25
2025-07-31,LJ04,5509.19,229.73,205,52.0,1478.05,89.19
2025-07-31,LJ05,3036.35,74.89,188,22.0,735.56,14.79
2025-07-31,LJ06,6930.39,348.96,248,95.0,1848.36,52.4
2025-07-31,LJ07,4837.3,160.67,189,41.0,1401.66,81.07
2025-07-31,LJ08,6274.7,382.25,273,54.0,2356.16,188.75
2025-07-31,LJ09,5161.46,298.51,194,83.0,1425.72,88.39
2025-08-01,LJ01,9636.17,1266.16,372,85.0,2715.63,272.66
2025-08-01,LJ02,7064.69,346.87,243,60.0,1874.69,98.12
2025-08-01,LJ03,5674.78,255.78,224,70.0,1607.36,100.88
2025-08-01,LJ04,6070.79,227.97,243,50.0,1739.85,104.97
2025-08-01,LJ05,3704.61,73.68,229,21.0,968.7,18.55
2025-08-01,LJ06,8126.56,446.99,276,91.0,2155.09,101.43
2025-08-01,LJ07,5836.22,217.19,228,46.0,1644.97,80.29
2025-08-01,LJ08,5203.13,338.76,239,60.0,1944.55,89.79
2025-08-01,LJ09,5636.2,266.38,209,80.0,1716.63,84.85
2025-08-02,LJ01,6385.27,578.33,233,76.0,2018.41,152.79
2025-08-02,LJ02,7794.23,269.24,293,60.0,2097.73,97.38
2025-08-02,LJ03,4590.26,236.5,184,58.0,1382.5,58.2
2025-08-02,LJ04,9150.34,378.84,333,52.0,2484.96,134.29
2025-08-02,LJ05,2428.82,61.89,141,17.0,607.21,12.28
2025-08-02,LJ06,5761.57,314.06,207,82.0,1556.58,51.29
2025-08-02,LJ07,7093.46,257.67,273,45.0,2034.72,107.68
2025-08-02,LJ08,4691.66,251.95,213,49.0,1770.86,110.02
2025-08-02,LJ09,4490.09,249.66,180,76.0,1321.39,57.64
2025-08-03,LJ01,4642.73,492.17,170,60.0,1304.34,128.15
2025-08-03,LJ02,5975.56,233.57,206,56.0,1643.5,58.36
2025-08-03,LJ03,2720.56,151.16,114,58.0,805.54,29.91
2025-08-03,LJ04,6785.74,299.8,257,49.0,1865.34,73.49
2025-08-03,LJ05,1138.17,28.22,66,16.0,283.34,4.25
2025-08-03,LJ06,2748.89,122.8,96,80.0,689.02,19.74
2025-08-03,LJ07,5592.19,165.04,216,42.0,1661.82,79.2
2025-08-03,LJ08,2429.99,132.79,113,44.0,918.35,65.73
2025-08-03,LJ09,2503.78,126.22,93,68.0,738.62,34.99
2025-08-04,LJ01,8779.69,877.4,346,73.0,2529.67,194.04
2025-08-04,LJ02,5637.67,217.91,200,56.0,1554.43,75.83
2025-08-04,LJ03,4701.27,288.34,196,66.0,1428.84,65.29
2025-08-04,LJ04,4894.02,204.35,196,44.0,1308.31,47.98
2025-08-04,LJ05,3413.84,58.79,196,23.0,917.62,20.49
2025-08-04,LJ06,5555.72,204.8,202,92.0,1499.63,45.54
2025-08-04,LJ07,4207.51,144.62,166,37.0,1263.95,45.13
2025-08-04,LJ08,5084.42,254.37,230,58.0,1961.75,148.21
2025-08-04,LJ09,4851.88,197.66,189,85.0,1369.14,54.04
2025-08-05,LJ01,8587.09,1036.95,333,77.0,2466.57,278.16
2025-08-05,LJ02,4745.43,191.83,172,56.0,1289.8,58.06
2025-08-05,LJ03,5797.45,318.7,227,63.0,1583.62,105.03
2025-08-05,LJ04,5734.29,216.72,217,46.0,1664.91,58.55
2025-08-05,LJ05,3557.57,89.55,217,23.0,844.09,18.32
2025-08-05,LJ06,6690.07,246.69,237,94.0,1690.09,59.65
2025-08-05,LJ07,4041.09,168.73,163,42.0,1108.85,52.32
2025-08-05,LJ08,5555.89,272.27,255,54.0,1934.3,103.22
2025-08-05,LJ09,4700.24,233.84,179,84.0,1324.82,69.93
2025-08-06,LJ01,9578.8,1073.55,359,74.0,2719.9,169.78
2025-08-06,LJ02,5832.32,287.72,201,61.0,1630.99,50.62
2025-08-06,LJ03,4776.77,282.26,189,62.0,1317.69,51.24
2025-08-06,LJ04,5605.65,182.59,215,46.0,1705.0,79.14
2025-08-06,LJ05,3880.76,94.64,228,21.0,988.6,15.93
2025-08-06,LJ06,7278.08,332.87,244,87.0,1889.89,51.16
2025-08-06,LJ07,4841.1,142.89,193,44.0,1300.92,71.5
2025-08-06,LJ08,5330.69,373.59,230,51.0,2035.95,166.32
2025-08-06,LJ09,5785.97,241.37,223,76.0,1628.22,106.72
2025-08-07,LJ01,8825.13,805.78,341,77.0,2719.88,304.06
2025-08-07,LJ02,5930.02,229.49,207,57.0,1567.81,57.2
2025-08-07,LJ03,6226.63,354.4,247,71.0,1800.54,84.8
2025-08-07,LJ04,5790.39,202.22,225,46.0,1576.13,69.33
2025-08-07,LJ05,3231.34,75.89,184,20.0,816.04,15.08
2025-08-07,LJ06,7556.58,368.95,250,91.0,1925.84,52.68
2025-08-07,LJ07,4848.51,187.78,198,44.0,1430.18,70.76
2025-08-07,LJ08,6094.05,364.23,281,60.0,2337.43,114.31
2025-08-07,LJ09,5226.09,258.58,202,77.0,1564.0,118.65
2025-08-08,LJ01,8639.41,833.05,314,78.0,2776.12,240.7
2025-08-08,LJ02,6858.44,280.96,240,61.0,1863.36,52.17
2025-08-08,LJ03,5231.31,327.17,214,68.0,1432.79,95.8
2025-08-08,LJ04,7099.11,328.25,279,52.0,2019.54,103.76
2025-08-08,LJ05,3875.5,65.4,238,21.0,944.1,17.85
2025-08-08,LJ06,6177.7,233.31,217,98.0,1567.92,58.38
2025-08-08,LJ07,5710.1,223.05,225,48.0,1564.66,46.8
2025-08-08,LJ08,6585.75,367.04,297,55.0,2476.62,106.46
2025-08-08,LJ09,5688.85,249.22,219,79.0,1610.56,107.37
2025-08-09,LJ01,7223.07,1004.35,276,67.0,2045.05,154.08
2025-08-09,LJ02,8693.48,417.54,315,60.0,2540.25,111.21
2025-08-09,LJ03,4155.68,228.03,166,64.0,1167.0,43.99
2025-08-09,LJ04,8892.24,379.89,329,56.0,2618.37,114.87
2025-08-09,LJ05,2174.76,38.78,126,18.0,543.7,9.1
2025-08-09,LJ06,5810.81,276.26,196,93.0,1527.58,74.93
2025-08-09,LJ07,7037.25,281.92,279,49.0,2076.01,83.33
2025-08-09,LJ08,4390.63,269.43,187,55.0,1694.03,84.12
2025-08-09,LJ09,4275.54,195.67,162,69.0,1361.03,92.8
2025-08-10,LJ01,3836.66,350.17,147,66.0,1120.69,87.48
2025-08-10,LJ02,6220.7,292.83,231,55.0,1653.67,54.98
2025-08-10,LJ03,2539.34,124.48,98,57.0,734.82,47.47
2025-08-10,LJ04,6251.38,189.3,245,48.0,1752.95,53.92
2025-08-10,LJ05,1186.45,26.09,69,17.0,281.54,6.84
2025-08-10,LJ06,2906.56,156.6,96,73.0,797.38,30.61
2025-08-10,LJ07,4538.67,190.97,188,43.0,1252.19,70.49
2025-08-10,LJ08,2359.84,121.38,104,44.0,818.04,44.28
2025-08-10,LJ09,2502.12,149.39,98,62.0,730.94,43.13
2025-08-11,LJ01,7490.86,807.86,285,72.0,2125.19,215.73
2025-08-11,LJ02,4513.35,180.28,169,56.0,1215.68,33.41
2025-08-11,LJ03,5572.73,321.2,230,62.0,1715.01,107.91
2025-08-11,LJ04,4589.48,201.52,168,44.0,1302.7,60.72
2025-08-11,LJ05,3631.98,86.32,220,23.0,877.81,19.62
2025-08-11,LJ06,6139.69,228.68,223,86.0,1759.63,48.91
2025-08-11,LJ07,4596.44,186.6,173,39.0,1203.11,39.78
2025-08-11,LJ08,4900.08,226.02,214,53.0,1856.32,80.95
2025-08-11,LJ09,4494.5,275.06,170,80.0,1263.44,83.54
2025-08-12,LJ01,8404.81,1008.39,321,82.0,2495.82,247.15
2025-08-12,LJ02,6113.41,216.37,213,58.0,1745.28,63.49
2025-08-12,LJ03,5195.24,264.51,210,63.0,1604.34,74.45
2025-08-12,LJ04,4681.2,169.94,186,49.0,1328.98,55.34
2025-08-12,LJ05,3922.32,74.21,222,20.0,1056.15,26.96
2025-08-12,LJ06,6294.96,285.55,228,91.0,1642.9,70.28
2025-08-12,LJ07,4159.38,162.87,162,37.0,1123.44,62.28
2025-08-12,LJ08,5836.46,328.53,271,53.0,2095.16,146.62
2025-08-12,LJ09,4663.51,253.24,189,79.0,1427.36,99.3
