id_loja,competencia,categoria,produto,quantidade_vendida,preco_medio,custo_unitario
LJ02,2026-02-01,bebidas geladas,cold brew 400ml,673,16.89,5.06
LJ02,2026-02-01,doces,cookie de castanha,438,11.16,4.77
LJ02,2026-02-01,salgados,croissant de queijo,550,18.42,9.28
LJ02,2026-02-01,salgados,empada de palmito,357,14.9,7.97
LJ02,2026-02-01,cafe,espresso,1248,8.6,1.77
LJ02,2026-02-01,geladas,frappe turmalina,541,20.37,7.47
LJ02,2026-02-01,cafe,latte,971,16.31,3.77
LJ02,2026-02-01,bebidas geladas,limonada suica,306,13.81,4.61
LJ02,2026-02-01,cafe,mocha,544,18.21,4.99
LJ02,2026-02-01,salgados,pao de queijo 2 un,1048,12.16,6.48
LJ02,2026-02-01,salgados,sanduiche de frango,390,26.46,14.83
LJ02,2026-02-01,doces,torta de limao fatia,253,16.81,7.67
LJ02,2026-03-01,doces,bolo de cenoura fatia,381,13.69,5.67
LJ02,2026-03-01,doces,brownie,614,14.19,5.91
LJ02,2026-03-01,varejo,cafe em graos 250g,173,42.58,28.14
LJ02,2026-03-01,varejo,cafe em graos 500g,102,72.61,48.45
LJ02,2026-03-01,varejo,caneca turmalina,66,60.0,38.06
LJ02,2026-03-01,cafe,cappuccino,1378,15.86,3.44
LJ02,2026-03-01,graos e varejo,capsulas 10 un,128,38.29,27.68
LJ02,2026-03-01,bebidas geladas,cha gelado da casa,425,12.97,4.36
LJ02,2026-03-01,cafe,coado 300ml,1167,11.22,2.34
LJ02,2026-03-01,geladas,cold brew 400ml,757,16.87,5.13
LJ02,2026-03-01,doces,cookie de castanha,493,11.07,4.83
LJ02,2026-03-01,salgados,croissant de queijo,614,18.15,9.49
LJ02,2026-03-01,salgados,empada de palmito,438,15.35,8.26
LJ02,2026-03-01,cafes,espresso,1266,8.5,1.62
LJ02,2026-03-01,bebidas geladas,frappe turmalina,558,20.49,7.6
LJ02,2026-03-01,cafe,latte,1153,16.32,3.93
LJ02,2026-03-01,bebidas geladas,limonada suica,298,14.22,4.45
LJ02,2026-03-01,cafes,mocha,565,18.98,4.78
LJ02,2026-03-01,salgados,pao de queijo 2 un,1331,12.23,6.02
LJ02,2026-03-01,salgados,sanduiche de frango,447,27.08,15.12
LJ02,2026-03-01,doces,torta de limao fatia,282,16.7,7.61
LJ02,2026-04-01,doces,bolo de cenoura fatia,421,13.28,5.63
LJ02,2026-04-01,doces,brownie,624,13.77,5.88
LJ02,2026-04-01,graos e varejo,cafe em graos 250g,173,41.34,28.31
LJ02,2026-04-01,graos e varejo,cafe em graos 500g,108,74.22,50.44
LJ02,2026-04-01,graos e varejo,caneca turmalina,61,58.2,36.76
LJ02,2026-04-01,cafe,cappuccino,1436,15.13,3.56
LJ02,2026-04-01,graos e varejo,capsulas 10 un,140,38.19,27.91
LJ02,2026-04-01,geladas,cha gelado da casa,444,13.11,4.17
LJ02,2026-04-01,cafe,coado 300ml,1338,11.0,2.4
LJ02,2026-04-01,bebidas geladas,cold brew 400ml,792,16.73,5.08
LJ02,2026-04-01,doces,cookie de castanha,577,10.96,4.66
LJ02,2026-04-01,salgados,croissant de queijo,582,18.47,9.57
LJ02,2026-04-01,salgados,empada de palmito,377,14.59,8.44
LJ02,2026-04-01,cafes,espresso,1523,8.62,1.71
LJ02,2026-04-01,bebidas geladas,frappe turmalina,638,21.49,7.48
LJ02,2026-04-01,cafe,latte,1131,16.44,3.93
LJ02,2026-04-01,bebidas geladas,limonada suica,363,14.29,4.68
LJ02,2026-04-01,cafe,mocha,590,18.09,4.79
LJ02,2026-04-01,salgados,pao de queijo 2 un,1192,11.71,6.37
LJ02,2026-04-01,salgados,sanduiche de frango,463,26.89,15.04
LJ02,2026-04-01,doces,torta de limao fatia,318,16.72,7.18
LJ02,2026-05-01,doces,bolo de cenoura fatia,470,13.27,5.88
LJ02,2026-05-01,doces,brownie,657,14.02,6.17
LJ02,2026-05-01,graos e varejo,cafe em graos 250g,221,42.9,27.54
LJ02,2026-05-01,graos e varejo,cafe em graos 500g,128,73.08,51.18
LJ02,2026-05-01,varejo,caneca turmalina,71,58.08,37.61
LJ02,2026-05-01,cafe,cappuccino,1639,15.13,3.53
LJ02,2026-05-01,graos e varejo,capsulas 10 un,167,36.95,28.07
LJ02,2026-05-01,bebidas geladas,cha gelado da casa,504,13.36,4.05
LJ02,2026-05-01,cafes,coado 300ml,1372,10.99,2.24
LJ02,2026-05-01,geladas,cold brew 400ml,748,17.38,5.22
LJ02,2026-05-01,doces,cookie de castanha,641,10.87,4.67
LJ02,2026-05-01,salgados,croissant de queijo,777,17.94,9.92
LJ02,2026-05-01,salgados,empada de palmito,459,15.22,8.25
LJ02,2026-05-01,cafes,espresso,1752,8.5,1.62
LJ02,2026-05-01,bebidas geladas,frappe turmalina,719,20.41,7.47
LJ02,2026-05-01,cafes,latte,1147,15.58,3.87
LJ02,2026-05-01,geladas,limonada suica,368,13.8,4.68
LJ02,2026-05-01,cafe,mocha,699,18.78,4.99
LJ02,2026-05-01,salgados,pao de queijo 2 un,1344,12.35,6.02
LJ02,2026-05-01,salgados,sanduiche de frango,557,26.85,15.09
LJ02,2026-05-01,doces,torta de limao fatia,337,16.6,7.44
LJ02,2026-06-01,doces,bolo de cenoura fatia,465,13.39,5.77
LJ02,2026-06-01,doces,brownie,718,13.88,5.96
LJ02,2026-06-01,varejo,cafe em graos 250g,184,41.79,26.79
LJ02,2026-06-01,graos e varejo,cafe em graos 500g,117,74.87,50.15
LJ02,2026-06-01,varejo,caneca turmalina,65,58.95,39.48
LJ02,2026-06-01,cafe,cappuccino,1422,15.96,3.73
LJ02,2026-06-01,graos e varejo,capsulas 10 un,167,37.57,27.35
LJ02,2026-06-01,bebidas geladas,cha gelado da casa,441,12.73,4.32
LJ02,2026-06-01,cafe,coado 300ml,1447,10.95,2.4
LJ02,2026-06-01,geladas,cold brew 400ml,836,17.24,5.33
LJ02,2026-06-01,doces,cookie de castanha,543,11.11,4.68
LJ02,2026-06-01,salgados,croissant de queijo,665,17.95,9.81
LJ02,2026-06-01,salgados,empada de palmito,485,14.97,8.04
LJ02,2026-06-01,cafe,espresso,1631,8.67,1.65
LJ02,2026-06-01,bebidas geladas,frappe turmalina,585,21.35,7.51
LJ02,2026-06-01,cafe,latte,1331,16.35,3.8
LJ02,2026-06-01,bebidas geladas,limonada suica,379,14.24,4.54
LJ02,2026-06-01,cafe,mocha,740,18.26,4.99
LJ02,2026-06-01,salgados,pao de queijo 2 un,1419,11.88,6.12
LJ02,2026-06-01,salgados,sanduiche de frango,529,26.3,15.02
LJ02,2026-06-01,doces,torta de limao fatia,323,16.87,7.77
LJ03,2026-01-01,doces,bolo de cenoura fatia,272,13.39,5.64
LJ03,2026-01-01,doces,brownie,411,13.97,5.89
LJ03,2026-01-01,graos e varejo,cafe em graos 250g,123,41.24,28.49
LJ03,2026-01-01,graos e varejo,cafe em graos 500g,71,75.35,49.58
LJ03,2026-01-01,graos e varejo,caneca turmalina,42,58.64,36.43
LJ03,2026-01-01,cafes,cappuccino,918,15.57,3.57
LJ03,2026-01-01,varejo,capsulas 10 un,85,38.83,25.72
LJ03,2026-01-01,bebidas geladas,cha gelado da casa,258,13.26,4.21
LJ03,2026-01-01,cafe,coado 300ml,748,10.71,2.25
LJ03,2026-01-01,geladas,cold brew 400ml,504,17.51,5.1
LJ03,2026-01-01,doces,cookie de castanha,336,11.13,4.81
LJ03,2026-01-01,salgados,croissant de queijo,464,17.66,9.35
LJ03,2026-01-01,salgados,empada de palmito,329,15.45,8.23
LJ03,2026-01-01,cafe,espresso,911,8.7,1.72
LJ03,2026-01-01,bebidas geladas,frappe turmalina,367,20.51,7.44
LJ03,2026-01-01,cafe,latte,758,15.78,3.8
LJ03,2026-01-01,bebidas geladas,limonada suica,200,13.72,4.63
LJ03,2026-01-01,cafes,mocha,380,18.92,5.02
LJ03,2026-01-01,salgados,pao de queijo 2 un,845,11.92,6.14
LJ03,2026-01-01,salgados,sanduiche de frango,318,27.58,15.65
LJ03,2026-01-01,doces,torta de limao fatia,209,16.63,7.54
LJ03,2026-02-01,doces,bolo de cenoura fatia,246,13.68,5.35
LJ03,2026-02-01,doces,brownie,346,13.65,5.8
LJ03,2026-02-01,varejo,cafe em graos 250g,98,41.02,26.97
LJ03,2026-02-01,graos e varejo,cafe em graos 500g,69,73.13,47.76
LJ03,2026-02-01,varejo,caneca turmalina,39,59.9,39.39
LJ03,2026-02-01,cafes,cappuccino,779,15.47,3.51
LJ03,2026-02-01,varejo,capsulas 10 un,87,38.47,26.02
LJ03,2026-02-01,bebidas geladas,cha gelado da casa,248,12.99,4.12
LJ03,2026-02-01,cafe,coado 300ml,751,11.05,2.38
LJ03,2026-02-01,bebidas geladas,cold brew 400ml,391,16.85,4.87
LJ03,2026-02-01,doces,cookie de castanha,350,10.91,4.78
LJ03,2026-02-01,salgados,croissant de queijo,403,17.66,9.91
LJ03,2026-02-01,salgados,empada de palmito,250,14.95,7.77
LJ03,2026-02-01,cafe,espresso,901,8.3,1.68
LJ03,2026-02-01,geladas,frappe turmalina,362,21.07,7.49
LJ03,2026-02-01,cafe,latte,658,16.13,3.69
LJ03,2026-02-01,geladas,limonada suica,200,14.04,4.65
LJ03,2026-02-01,cafes,mocha,414,19.01,5.07
LJ03,2026-02-01,salgados,pao de queijo 2 un,859,12.35,6.4
LJ03,2026-02-01,salgados,sanduiche de frango,311,26.82,14.99
LJ03,2026-02-01,doces,torta de limao fatia,170,17.36,7.09
LJ03,2026-03-01,doces,bolo de cenoura fatia,304,13.58,5.84
LJ03,2026-03-01,doces,brownie,402,13.82,6.07
LJ03,2026-03-01,graos e varejo,cafe em graos 250g,117,41.01,28.81
LJ03,2026-03-01,graos e varejo,cafe em graos 500g,91,72.85,50.7
LJ03,2026-03-01,graos e varejo,caneca turmalina,47,59.28,37.79
LJ03,2026-03-01,cafe,cappuccino,878,15.51,3.65
LJ03,2026-03-01,varejo,capsulas 10 un,110,38.88,25.96
LJ03,2026-03-01,bebidas geladas,cha gelado da casa,270,13.24,4.25
LJ03,2026-03-01,cafes,coado 300ml,905,11.05,2.32
LJ03,2026-03-01,geladas,cold brew 400ml,520,16.8,5.05
LJ03,2026-03-01,doces,cookie de castanha,367,11.25,4.53
LJ03,2026-03-01,salgados,croissant de queijo,506,17.97,9.31
LJ03,2026-03-01,salgados,empada de palmito,324,15.19,8.26
LJ03,2026-03-01,cafe,espresso,1128,8.52,1.65
LJ03,2026-03-01,bebidas geladas,frappe turmalina,431,21.27,7.78
LJ03,2026-03-01,cafe,latte,756,15.9,3.64
LJ03,2026-03-01,bebidas geladas,limonada suica,234,14.19,4.64
LJ03,2026-03-01,cafe,mocha,480,18.46,5.02
LJ03,2026-03-01,salgados,pao de queijo 2 un,1039,12.0,5.94
LJ03,2026-03-01,salgados,sanduiche de frango,355,27.54,14.85
LJ03,2026-03-01,doces,torta de limao fatia,216,17.0,7.23
LJ03,2026-04-01,doces,bolo de cenoura fatia,245,13.75,5.7
LJ03,2026-04-01,doces,brownie,425,13.98,6.1
LJ03,2026-04-01,graos e varejo,cafe em graos 250g,130,42.88,28.43
LJ03,2026-04-01,graos e varejo,cafe em graos 500g,86,73.71,50.44
LJ03,2026-04-01,graos e varejo,caneca turmalina,41,60.12,36.76
LJ03,2026-04-01,cafes,cappuccino,956,15.96,3.51
LJ03,2026-04-01,varejo,capsulas 10 un,103,37.83,27.06
LJ03,2026-04-01,bebidas geladas,cha gelado da casa,293,12.75,4.11
LJ03,2026-04-01,cafes,coado 300ml,828,11.11,2.25
LJ03,2026-04-01,bebidas geladas,cold brew 400ml,504,17.19,5.35
LJ03,2026-04-01,doces,cookie de castanha,334,11.31,4.67
LJ03,2026-04-01,salgados,croissant de queijo,469,18.53,10.02
LJ03,2026-04-01,salgados,empada de palmito,344,15.36,8.5
LJ03,2026-04-01,cafes,espresso,913,8.46,1.73
LJ03,2026-04-01,geladas,frappe turmalina,370,20.4,7.78
LJ03,2026-04-01,cafe,latte,736,16.03,3.75
LJ03,2026-04-01,bebidas geladas,limonada suica,246,14.08,4.51
LJ03,2026-04-01,cafe,mocha,460,18.26,4.77
LJ03,2026-04-01,salgados,pao de queijo 2 un,885,11.9,6.12
LJ03,2026-04-01,salgados,sanduiche de frango,397,27.15,15.79
LJ03,2026-04-01,doces,torta de limao fatia,221,16.98,7.73
LJ03,2026-05-01,doces,bolo de cenoura fatia,311,13.53,5.42
LJ03,2026-05-01,doces,brownie,505,14.23,6.0
LJ03,2026-05-01,varejo,cafe em graos 250g,151,42.1,27.62
LJ03,2026-05-01,graos e varejo,cafe em graos 500g,94,72.68,51.18
LJ03,2026-05-01,graos e varejo,caneca turmalina,53,60.6,39.79
LJ03,2026-05-01,cafe,cappuccino,1152,15.88,3.6
LJ03,2026-05-01,graos e varejo,capsulas 10 un,114,37.16,27.98
LJ03,2026-05-01,geladas,cha gelado da casa,338,12.65,4.26
LJ03,2026-05-01,cafe,coado 300ml,931,10.69,2.31
LJ03,2026-05-01,bebidas geladas,cold brew 400ml,517,16.79,4.87
LJ03,2026-05-01,doces,cookie de castanha,416,11.26,4.55
LJ03,2026-05-01,salgados,croissant de queijo,513,17.53,9.29
LJ03,2026-05-01,salgados,empada de palmito,346,15.13,7.87
LJ03,2026-05-01,cafe,espresso,1173,8.27,1.73
LJ03,2026-05-01,geladas,frappe turmalina,470,21.34,7.87
LJ03,2026-05-01,cafe,latte,862,15.92,3.98
LJ03,2026-05-01,geladas,limonada suica,235,13.94,4.56
LJ03,2026-05-01,cafe,mocha,507,18.0,4.91
LJ03,2026-05-01,salgados,pao de queijo 2 un,1134,12.0,6.41
LJ03,2026-05-01,salgados,sanduiche de frango,423,26.54,14.94
LJ03,2026-05-01,doces,torta de limao fatia,224,16.75,7.12
LJ03,2026-06-01,doces,bolo de cenoura fatia,279,13.55,5.36
LJ03,2026-06-01,doces,brownie,465,14.13,5.92
LJ03,2026-06-01,graos e varejo,cafe em graos 250g,137,42.85,26.41
LJ03,2026-06-01,varejo,cafe em graos 500g,86,75.22,50.13
LJ03,2026-06-01,graos e varejo,caneca turmalina,52,59.75,39.48
LJ03,2026-06-01,cafe,cappuccino,947,15.31,3.63
LJ03,2026-06-01,graos e varejo,capsulas 10 un,108,37.87,26.38
LJ03,2026-06-01,geladas,cha gelado da casa,308,13.29,4.31
LJ03,2026-06-01,cafe,coado 300ml,1010,10.98,2.39
LJ03,2026-06-01,geladas,cold brew 400ml,561,17.34,5.22
LJ03,2026-06-01,doces,cookie de castanha,449,10.82,4.51
LJ03,2026-06-01,salgados,croissant de queijo,573,18.39,9.7
LJ03,2026-06-01,salgados,empada de palmito,375,15.13,7.78
LJ03,2026-06-01,cafes,espresso,1072,8.34,1.68
LJ03,2026-06-01,bebidas geladas,frappe turmalina,397,20.71,7.66
LJ03,2026-06-01,cafe,latte,823,16.0,3.64
LJ03,2026-06-01,bebidas geladas,limonada suica,273,13.87,4.52
LJ03,2026-06-01,cafe,mocha,505,18.81,4.9
LJ03,2026-06-01,salgados,pao de queijo 2 un,1117,12.13,6.28
LJ03,2026-06-01,salgados,sanduiche de frango,421,26.31,14.93
LJ03,2026-06-01,doces,torta de limao fatia,233,16.72,7.33
LJ04,2026-01-01,doces,bolo de cenoura fatia,399,13.33,5.73
LJ04,2026-01-01,doces,brownie,661,13.64,5.92
LJ04,2026-01-01,graos e varejo,cafe em graos 250g,145,42.04,27.75
LJ04,2026-01-01,graos e varejo,cafe em graos 500g,92,72.92,47.36
LJ04,2026-01-01,graos e varejo,caneca turmalina,49,58.33,37.89
LJ04,2026-01-01,cafe,cappuccino,1379,15.06,3.57
LJ04,2026-01-01,graos e varejo,capsulas 10 un,117,38.56,26.81
LJ04,2026-01-01,bebidas geladas,cha gelado da casa,477,13.32,4.2
LJ04,2026-01-01,cafes,coado 300ml,1240,11.24,2.21
LJ04,2026-01-01,geladas,cold brew 400ml,855,17.26,4.91
LJ04,2026-01-01,doces,cookie de castanha,626,11.3,4.87
LJ04,2026-01-01,salgados,croissant de queijo,791,17.66,9.28
LJ04,2026-01-01,salgados,empada de palmito,551,15.11,8.19
LJ04,2026-01-01,cafe,espresso,1512,8.52,1.76
LJ04,2026-01-01,bebidas geladas,frappe turmalina,732,21.42,7.59
LJ04,2026-01-01,cafe,latte,1081,16.35,3.67
LJ04,2026-01-01,bebidas geladas,limonada suica,402,13.72,4.79
LJ04,2026-01-01,cafe,mocha,610,18.35,4.66
LJ04,2026-01-01,salgados,pao de queijo 2 un,1453,11.85,6.33
LJ04,2026-01-01,salgados,sanduiche de frango,579,27.15,14.96
LJ04,2026-01-01,doces,torta de limao fatia,314,17.47,7.05
LJ04,2026-02-01,doces,bolo de cenoura fatia,348,13.3,5.69
LJ04,2026-02-01,doces,brownie,603,14.41,6.38
LJ04,2026-02-01,graos e varejo,cafe em graos 250g,138,43.05,26.97
LJ04,2026-02-01,graos e varejo,cafe em graos 500g,76,72.27,51.04
